ticker_code,stock_code,stock_name,market
4550.TW,4550,長佳,TPEx
4551.TW,4551,智伸科,TWSE
4552.TW,4552,力達-KY,TWSE
4554.TW,4554,橙的,TPEx
4555.TW,4555,氣立,TWSE
4556.TW,4556,旭然,TPEx
4557.TW,4557,永新-KY,TWSE
4558.TW,4558,寶緯,TPEx
4560.TW,4560,強信-KY,TWSE
4561.TW,4561,健椿,TPEx
4562.TW,4562,穎漢,TWSE
4563.TW,4563,百德,TPEx
4564.TW,4564,元翎,TWSE
4566.TW,4566,時碩工業,TWSE
4568.TW,4568,科際精密,TPEx
4569.TW,4569,六方科-KY,TWSE
4571.TW,4571,鈞興-KY,TWSE
4572.TW,4572,駐龍,TWSE
4576.TW,4576,大銀微系統,TWSE
4577.TW,4577,達航科技,TPEx
4580.TW,4580,捷流閥業,TPEx
4581.TW,4581,光隆精密-KY,TWSE
4583.TW,4583,台灣精銳,TWSE
4584.TW,4584,君帆,TPEx
4585.TW,4585,達明,TWSE
4588.TW,4588,玖鼎電力,TWSE
4590.TW,4590,富田-創,TWSE
4609.TW,4609,唐鋒,TPEx
4702.TW,4702,中美實,TPEx
4706.TW,4706,大恭,TPEx
4707.TW,4707,磐亞,TPEx
4711.TW,4711,永純,TPEx
4714.TW,4714,永捷,TPEx
4716.TW,4716,大立,TPEx
4720.TW,4720,德淵,TWSE
4721.TW,4721,美琪瑪,TPEx
4722.TW,4722,國精化,TWSE
4726.TW,4726,永昕,TPEx
4728.TW,4728,雙美,TPEx
4729.TW,4729,熒茂,TPEx
4735.TW,4735,豪展,TPEx
4736.TW,4736,泰博,TWSE
4737.TW,4737,華廣,TWSE
4739.TW,4739,康普,TWSE
4741.TW,4741,泓瀚,TPEx
4743.TW,4743,合一,TPEx
4744.TW,4744,皇將,TPEx
4745.TW,4745,合富-KY,TPEx
4746.TW,4746,台耀,TWSE
4747.TW,4747,強生製藥,TPEx
4749.TW,4749,新應材,TPEx
4754.TW,4754,國碳科,TPEx
4755.TW,4755,三福化,TWSE
4760.TW,4760,勤凱科技,TPEx
4763.TW,4763,材料*-KY,TWSE
4764.TW,4764,雙鍵,TWSE
4766.TW,4766,南寶,TWSE
4767.TW,4767,誠泰科技,TPEx
4768.TW,4768,晶呈科技,TPEx
4770.TW,4770,上品,TWSE
4771.TW,4771,望隼,TWSE
4772.TW,4772,台特化,TPEx
4804.TW,4804,大略-KY,TPEx
4806.TW,4806,桂田文創,TPEx
4807.TW,4807,日成-KY,TWSE
4903.TW,4903,聯光通,TPEx
4904.TW,4904,遠傳,TWSE
4905.TW,4905,台聯電,TPEx
4906.TW,4906,正文,TWSE
4907.TW,4907,富宇,TPEx
4908.TW,4908,前鼎,TPEx
4909.TW,4909,新復興,TPEx
4911.TW,4911,德英,TPEx
4912.TW,4912,聯德控股-KY,TWSE
4915.TW,4915,致伸,TWSE
4916.TW,4916,事欣科,TWSE
4919.TW,4919,新唐,TWSE
4923.TW,4923,力士,TPEx
4924.TW,4924,欣厚-KY,TPEx
4927.TW,4927,泰鼎-KY,TWSE
4930.TW,4930,燦星網,TWSE
4931.TW,4931,新盛力,TPEx
4933.TW,4933,友輝,TPEx
4934.TW,4934,太極,TWSE
4935.TW,4935,茂林-KY,TWSE
4938.TW,4938,和碩,TWSE
4939.TW,4939,亞電,TPEx
4942.TW,4942,嘉彰,TWSE
4943.TW,4943,康控-KY,TWSE
4946.TW,4946,辣椒,TPEx
4949.TW,4949,有成精密,TWSE
4950.TW,4950,金耘國際,TPEx
4951.TW,4951,精拓科,TPEx
4952.TW,4952,凌通,TWSE
4953.TW,4953,緯軟,TPEx
4956.TW,4956,光鋐,TWSE
4958.TW,4958,臻鼎-KY,TWSE
4960.TW,4960,誠美材,TWSE
4961.TW,4961,天鈺,TWSE
4966.TW,4966,譜瑞-KY,TPEx
4967.TW,4967,十銓,TWSE
4968.TW,4968,立積,TWSE
4971.TW,4971,IET-KY,TPEx
4972.TW,4972,湯石照明,TPEx
4973.TW,4973,廣穎電通,TPEx
4974.TW,4974,亞泰,TPEx
4976.TW,4976,佳凌,TWSE
4977.TW,4977,眾達-KY,TWSE
4979.TW,4979,華星光,TPEx
4987.TW,4987,科誠,TPEx
4989.TW,4989,榮科,TWSE
4991.TW,4991,環宇-KY,TPEx
4994.TW,4994,傳奇,TWSE
4995.TW,4995,晶達,TPEx
4999.TW,4999,鑫禾,TWSE
5007.TW,5007,三星,TWSE
5009.TW,5009,榮剛,TPEx
5011.TW,5011,久陽,TPEx
5013.TW,5013,強新,TPEx
5014.TW,5014,建錩,TPEx
5015.TW,5015,華祺,TPEx
5016.TW,5016,松和,TPEx
5201.TW,5201,凱衛,TPEx
5202.TW,5202,力新,TPEx
5203.TW,5203,訊連,TWSE
5205.TW,5205,中茂,TPEx
5206.TW,5206,坤悅,TPEx
5209.TW,5209,新鼎,TPEx
5210.TW,5210,寶碩,TPEx
5211.TW,5211,蒙恬,TPEx
5212.TW,5212,凌網,TPEx
5213.TW,5213,亞昕,TPEx
5215.TW,5215,科嘉-KY,TWSE
5220.TW,5220,萬達光電,TPEx
5222.TW,5222,全訊,TWSE
5223.TW,5223,安力-KY,TPEx
5225.TW,5225,東科-KY,TWSE
5227.TW,5227,立凱-KY,TPEx
5228.TW,5228,鈺鎧,TPEx
5230.TW,5230,雷笛克光學,TPEx
5234.TW,5234,達興材料,TWSE
5236.TW,5236,凌陽創新,TPEx
5243.TW,5243,乙盛-KY,TWSE
5244.TW,5244,弘凱,TWSE
5245.TW,5245,智晶,TPEx
5251.TW,5251,天鉞電,TPEx
5258.TW,5258,虹堡,TWSE
5263.TW,5263,智崴,TPEx
5269.TW,5269,祥碩,TWSE
5272.TW,5272,笙科,TPEx
5274.TW,5274,信驊,TPEx
5276.TW,5276,達輝-KY,TPEx
5278.TW,5278,尚凡*,TPEx
5283.TW,5283,禾聯碩,TWSE
5284.TW,5284,jpp-KY,TWSE
5285.TW,5285,界霖,TWSE
5287.TW,5287,數字,TPEx
5288.TW,5288,豐祥-KY,TWSE
5289.TW,5289,宜鼎,TPEx
5291.TW,5291,邑昇,TPEx
5292.TW,5292,華懋,TWSE
5299.TW,5299,杰力,TPEx
5301.TW,5301,寶得利,TPEx
5302.TW,5302,太欣,TPEx
5306.TW,5306,桂盟,TWSE
5309.TW,5309,系統電,TPEx
5310.TW,5310,天剛,TPEx
5312.TW,5312,寶島科,TPEx
5314.TW,5314,世紀*,TPEx
5315.TW,5315,光聯,TPEx
5321.TW,5321,美而快,TPEx
5324.TW,5324,士開,TPEx
5328.TW,5328,華容,TPEx
5340.TW,5340,建榮,TPEx
5344.TW,5344,立衛,TPEx
5345.TW,5345,馥鴻,TPEx
5347.TW,5347,世界,TPEx
5348.TW,5348,正能量智能,TPEx
5351.TW,5351,鈺創,TPEx
5353.TW,5353,台林,TPEx
5355.TW,5355,佳總,TPEx
5356.TW,5356,協益,TPEx
5364.TW,5364,力麗店,TPEx
5371.TW,5371,中光電,TPEx
5381.TW,5381,光譜,TPEx
5386.TW,5386,青雲,TPEx
5388.TW,5388,中磊,TWSE
5392.TW,5392,能率,TPEx
5398.TW,5398,慕康生醫,TPEx
5403.TW,5403,中菲,TPEx
5410.TW,5410,國眾,TPEx
5425.TW,5425,台半,TPEx
5426.TW,5426,振發,TPEx
5432.TW,5432,新門,TPEx
5434.TW,5434,崇越,TWSE
5438.TW,5438,東友,TPEx
5439.TW,5439,高技,TPEx
5443.TW,5443,均豪,TPEx
5450.TW,5450,南良,TPEx
5452.TW,5452,佶優,TPEx
5455.TW,5455,昇益,TPEx
5457.TW,5457,宣德,TPEx
5460.TW,5460,同協,TPEx
5464.TW,5464,霖宏,TPEx
5465.TW,5465,富驊,TPEx
5468.TW,5468,凱鈺,TPEx
5469.TW,5469,瀚宇博,TWSE
5471.TW,5471,松翰,TWSE
5474.TW,5474,聰泰,TPEx
5475.TW,5475,德宏,TPEx
5478.TW,5478,智冠,TPEx
5481.TW,5481,新華,TPEx
5483.TW,5483,中美晶,TPEx
5484.TW,5484,慧友,TWSE
5487.TW,5487,通泰,TPEx
5488.TW,5488,松普,TPEx
5489.TW,5489,彩富,TPEx
5490.TW,5490,同亨,TPEx
5493.TW,5493,三聯,TPEx
5498.TW,5498,凱崴,TPEx
5508.TW,5508,永信建,TPEx
5511.TW,5511,德昌,TPEx
5512.TW,5512,力麒,TPEx
5514.TW,5514,三豐,TPEx
5515.TW,5515,建國,TWSE
5516.TW,5516,雙喜,TPEx
5519.TW,5519,隆大,TWSE
5520.TW,5520,力泰,TPEx
5521.TW,5521,工信,TWSE
5522.TW,5522,遠雄,TWSE
5523.TW,5523,豐謙,TPEx
5525.TW,5525,順天,TWSE
5529.TW,5529,鉅陞,TPEx
5530.TW,5530,龍巖,TPEx
5531.TW,5531,鄉林,TWSE
5533.TW,5533,皇鼎,TWSE
5534.TW,5534,長虹,TWSE
5536.TW,5536,聖暉*,TPEx
5538.TW,5538,東明-KY,TWSE
5543.TW,5543,桓鼎-KY,TPEx
5546.TW,5546,永固-KY,TWSE
5547.TW,5547,久舜,TPEx
5548.TW,5548,安倉,TPEx
5601.TW,5601,台聯櫃,TPEx
5603.TW,5603,陸海,TPEx
5604.TW,5604,中連,TPEx
5607.TW,5607,遠雄港,TWSE
5608.TW,5608,四維航,TWSE
5609.TW,5609,中菲行,TPEx
5701.TW,5701,劍湖山,TPEx
5703.TW,5703,亞都麗緻,TPEx
5704.TW,5704,老爺知,TPEx
5706.TW,5706,鳳凰,TWSE
5864.TW,5864,致和證,TPEx
5871.TW,5871,中租-KY,TWSE
5876.TW,5876,上海商銀,TWSE
5878.TW,5878,台名,TPEx
5880.TW,5880,合庫金,TWSE
5902.TW,5902,德記,TPEx
5903.TW,5903,全家,TPEx
5904.TW,5904,寶雅,TPEx
5905.TW,5905,南仁湖,TPEx
5906.TW,5906,台南-KY,TWSE
5907.TW,5907,大洋-KY,TWSE
6005.TW,6005,群益證,TWSE
6015.TW,6015,宏遠證,TPEx
6016.TW,6016,康和證,TPEx
6020.TW,6020,大展證,TPEx
6021.TW,6021,美好證,TPEx
6023.TW,6023,元大期貨,TPEx
6024.TW,6024,群益期,TWSE
6026.TW,6026,福邦證,TPEx
6028.TW,6028,公勝保經,TPEx
6101.TW,6101,寬魚國際,TPEx
6103.TW,6103,合邦,TPEx
6104.TW,6104,創惟,TPEx
6108.TW,6108,競國,TWSE
6109.TW,6109,亞元,TPEx
6111.TW,6111,光聚晶電,TPEx
6112.TW,6112,邁達特,TWSE
6113.TW,6113,亞矽,TPEx
6114.TW,6114,久威,TPEx
6115.TW,6115,鎰勝,TWSE
6116.TW,6116,彩晶,TWSE
6117.TW,6117,迎廣,TWSE
6118.TW,6118,建達,TPEx
6120.TW,6120,達運,TWSE
6121.TW,6121,新普,TPEx
6122.TW,6122,擎邦,TPEx
6123.TW,6123,上奇,TPEx
6124.TW,6124,業強,TPEx
6125.TW,6125,廣運,TPEx
6126.TW,6126,信音,TPEx
6127.TW,6127,九豪,TPEx
6128.TW,6128,上福,TWSE
6129.TW,6129,普誠,TPEx
6130.TW,6130,上亞科技,TPEx
6133.TW,6133,金橋,TWSE
6134.TW,6134,萬旭,TPEx
6136.TW,6136,富爾特,TWSE
6138.TW,6138,茂達,TPEx
6139.TW,6139,亞翔,TWSE
6140.TW,6140,訊達電腦,TPEx
6141.TW,6141,柏承,TWSE
6142.TW,6142,友勁,TWSE
6143.TW,6143,振曜,TPEx
6144.TW,6144,得利影,TPEx
6146.TW,6146,耕興,TPEx
6147.TW,6147,頎邦,TPEx
6148.TW,6148,驊宏資,TPEx
6150.TW,6150,撼訊,TPEx
6151.TW,6151,晉倫,TPEx
6152.TW,6152,百一,TWSE
6153.TW,6153,嘉聯益,TWSE
6154.TW,6154,順發,TPEx
6155.TW,6155,鈞寶,TWSE
6156.TW,6156,松上,TPEx
6158.TW,6158,禾昌,TPEx
6160.TW,6160,欣技,TPEx
6161.TW,6161,捷波,TPEx
6163.TW,6163,華電網,TPEx
6164.TW,6164,華興,TWSE
6165.TW,6165,浪凡,TWSE
6166.TW,6166,凌華,TWSE
6167.TW,6167,久正,TPEx
6168.TW,6168,宏齊,TWSE
6169.TW,6169,昱泉,TPEx
6170.TW,6170,統振,TPEx
6171.TW,6171,大城地產,TPEx
6173.TW,6173,信昌電,TPEx
6174.TW,6174,安碁,TPEx
6175.TW,6175,立敦,TPEx
6176.TW,6176,瑞儀,TWSE
6177.TW,6177,達麗,TWSE
6179.TW,6179,亞通,TPEx
6180.TW,6180,橘子,TPEx
6182.TW,6182,合晶,TPEx
6183.TW,6183,關貿,TWSE
6184.TW,6184,大豐電,TWSE
6185.TW,6185,幃翔,TPEx
6186.TW,6186,新潤,TPEx
6187.TW,6187,萬潤,TPEx
6188.TW,6188,廣明,TPEx
6189.TW,6189,豐藝,TWSE
6190.TW,6190,萬泰科,TPEx
6191.TW,6191,精成科,TWSE
6192.TW,6192,巨路,TWSE
6194.TW,6194,育富,TPEx
6195.TW,6195,詩肯,TPEx
6196.TW,6196,帆宣,TWSE
6197.TW,6197,佳必琪,TWSE
6198.TW,6198,瑞築,TPEx
6199.TW,6199,天品,TPEx
6201.TW,6201,亞弘電,TWSE
6202.TW,6202,盛群,TWSE
6203.TW,6203,海韻電,TPEx
6204.TW,6204,艾華,TPEx
6205.TW,6205,詮欣,TWSE
6206.TW,6206,飛捷,TWSE
6207.TW,6207,雷科,TPEx
6208.TW,6208,日揚,TPEx
6209.TW,6209,今國光,TWSE
6210.TW,6210,慶生,TPEx
6212.TW,6212,理銘,TPEx
6213.TW,6213,聯茂,TWSE
6214.TW,6214,精誠,TWSE
6215.TW,6215,和椿,TWSE
6216.TW,6216,居易,TWSE
6217.TW,6217,中探針,TPEx
6218.TW,6218,豪勉,TPEx
6219.TW,6219,富旺,TPEx
6220.TW,6220,岳豐,TPEx
6221.TW,6221,晉泰,TPEx
6222.TW,6222,立軒,TPEx
6223.TW,6223,旺矽,TPEx
6224.TW,6224,聚鼎,TWSE
6225.TW,6225,天瀚,TWSE
6226.TW,6226,光鼎,TWSE
6227.TW,6227,茂綸,TPEx
6228.TW,6228,全譜,TPEx
6229.TW,6229,研通,TPEx
6230.TW,6230,尼得科超眾,TWSE
6231.TW,6231,系微,TPEx
6233.TW,6233,旺玖,TPEx
6234.TW,6234,高僑,TPEx
6235.TW,6235,華孚,TWSE
6236.TW,6236,中湛,TPEx
6237.TW,6237,驊訊,TPEx
6239.TW,6239,力成,TWSE
6240.TW,6240,松崗,TPEx
6241.TW,6241,鑫永洋,TPEx
6242.TW,6242,立康,TPEx
6243.TW,6243,迅杰,TWSE
6244.TW,6244,茂迪,TPEx
6245.TW,6245,立端,TPEx
6246.TW,6246,臺龍,TPEx
6248.TW,6248,沛波,TPEx
6257.TW,6257,矽格,TWSE
6259.TW,6259,百徽,TPEx
6261.TW,6261,久元,TPEx
6263.TW,6263,普萊德,TPEx
6264.TW,6264,富裔,TPEx
6265.TW,6265,方土昶,TPEx
6266.TW,6266,泰詠,TPEx
6269.TW,6269,台郡,TWSE
6270.TW,6270,倍微,TPEx
6271.TW,6271,同欣電,TWSE
6272.TW,6272,驊陞,TWSE
6274.TW,6274,台燿,TPEx
6275.TW,6275,元山,TPEx
6276.TW,6276,安鈦克,TPEx
6277.TW,6277,宏正,TWSE
6278.TW,6278,台表科,TWSE
6279.TW,6279,胡連,TPEx
6281.TW,6281,全國電,TWSE
6282.TW,6282,康舒,TWSE
6283.TW,6283,淳安,TWSE
6284.TW,6284,佳邦,TPEx
6285.TW,6285,啟碁,TWSE
6290.TW,6290,良維,TPEx
6291.TW,6291,沛亨,TPEx
6292.TW,6292,迅德,TPEx
6294.TW,6294,智基,TPEx
6405.TW,6405,悅城,TWSE
6409.TW,6409,旭隼,TWSE
6411.TW,6411,晶焱,TPEx
6412.TW,6412,群電,TWSE
6414.TW,6414,樺漢,TWSE
6415.TW,6415,矽力*-KY,TWSE
6416.TW,6416,瑞祺電通,TWSE
6417.TW,6417,韋僑,TPEx
6418.TW,6418,詠昇,TPEx
6419.TW,6419,京晨科,TPEx
6423.TW,6423,億而得,TPEx
6425.TW,6425,易發,TPEx
6426.TW,6426,統新,TWSE
6431.TW,6431,光麗-KY,TWSE
6432.TW,6432,今展科,TPEx
6435.TW,6435,大中,TPEx
6438.TW,6438,迅得,TWSE
6441.TW,6441,廣錠,TPEx
6442.TW,6442,光聖,TWSE
6443.TW,6443,元晶,TWSE
6446.TW,6446,藥華藥,TWSE
6449.TW,6449,鈺邦,TWSE
6451.TW,6451,訊芯-KY,TWSE
6456.TW,6456,GIS-KY,TWSE
6461.TW,6461,益得,TPEx
6462.TW,6462,神盾,TPEx
6464.TW,6464,台數科,TWSE
6465.TW,6465,威潤,TPEx
6469.TW,6469,大樹,TPEx
6470.TW,6470,宇智,TPEx
6472.TW,6472,保瑞,TWSE
6474.TW,6474,華豫寧,TPEx
6477.TW,6477,安集,TWSE
6482.TW,6482,弘煜科,TPEx
6485.TW,6485,點序,TPEx
6486.TW,6486,互動,TPEx
6488.TW,6488,環球晶,TPEx
6491.TW,6491,晶碩,TWSE
6492.TW,6492,生華科,TPEx
6494.TW,6494,九齊,TPEx
6496.TW,6496,科懋,TPEx
6498.TW,6498,久禾光,TPEx
6499.TW,6499,益安,TPEx
6504.TW,6504,南六,TWSE
6505.TW,6505,台塑化,TWSE
6506.TW,6506,雙邦,TPEx
6508.TW,6508,惠光,TPEx
6509.TW,6509,聚和,TPEx
6510.TW,6510,精測,TPEx
6512.TW,6512,啟發電,TPEx
6515.TW,6515,穎崴,TWSE
6516.TW,6516,勤崴國際,TPEx
6517.TW,6517,保勝光學,TPEx
6523.TW,6523,達爾膚,TPEx
6525.TW,6525,捷敏-KY,TWSE
6526.TW,6526,達發,TWSE
6527.TW,6527,明達醫,TPEx
6530.TW,6530,創威,TPEx
6531.TW,6531,愛普*,TWSE
6532.TW,6532,瑞耘,TPEx
6533.TW,6533,晶心科,TWSE
6534.TW,6534,正瀚-創,TWSE
6535.TW,6535,順藥,TPEx
6538.TW,6538,倉和,TPEx
6541.TW,6541,泰福-KY,TWSE
6542.TW,6542,隆中,TPEx
6546.TW,6546,正基,TPEx
6547.TW,6547,高端疫苗,TPEx
6548.TW,6548,長科*,TPEx
6550.TW,6550,北極星藥業-KY,TWSE
6552.TW,6552,易華電,TWSE
6556.TW,6556,勝品,TPEx
6558.TW,6558,興能高,TWSE
6560.TW,6560,欣普羅,TPEx
6561.TW,6561,是方,TPEx
6568.TW,6568,宏觀,TPEx
6569.TW,6569,醫揚,TPEx
6570.TW,6570,維田,TPEx
6573.TW,6573,虹揚-KY,TWSE
6574.TW,6574,霈方,TPEx
6576.TW,6576,逸達,TPEx
6577.TW,6577,勁豐,TPEx
6578.TW,6578,達邦蛋白,TPEx
6579.TW,6579,研揚,TWSE
6581.TW,6581,鋼聯,TWSE
6582.TW,6582,申豐,TWSE
6584.TW,6584,南俊國際,TPEx
6585.TW,6585,鼎基,TWSE
6588.TW,6588,東典光電,TPEx
6589.TW,6589,台康生技,TWSE
6590.TW,6590,普鴻,TPEx
6591.TW,6591,動力-KY,TWSE
6592.TW,6592,和潤企業,TWSE
6593.TW,6593,台灣銘板,TPEx
6596.TW,6596,寬宏藝術,TPEx
6597.TW,6597,立誠,TPEx
6598.TW,6598,ABC-KY,TWSE
6603.TW,6603,富強鑫,TPEx
6605.TW,6605,帝寶,TWSE
6606.TW,6606,建德工業,TWSE
6609.TW,6609,瀧澤科,TPEx
6612.TW,6612,奈米醫材,TPEx
6613.TW,6613,朋億*,TPEx
6614.TW,6614,資拓宏宇,TWSE
6615.TW,6615,慧智,TPEx
6616.TW,6616,特昇-KY,TPEx
6617.TW,6617,共信-KY,TPEx
6620.TW,6620,漢達,TPEx
